Colmun 1	Colmun 4	Colmun 5	Colmun 6	Colmun 7	Colmun 8	Colmun 9	Colmun 10	Colmun 11	Colmun 12	Colmun 17	Colmun 22	Colmun 23	Colmun 24	Colmun 25	Colmun 26	Colmun 27	Colmun 44	Colmun 45	Colmun 46	Colmun 47	Colmun 48	Colmun 49	Colmun 50	Colmun 51	Colmun 52	Colmun 53	Colmun 54	Colmun 55	Colmun 72	Colmun 73	Colmun 74	Colmun 75	Colmun 76	Colmun 77
20170626	NYA	AL	74	CHA	AL	75	6	5	54	CHI12	31	6	1	0	1	5	27	17	1	0	1	0	38	11	1	0	2	5	27	9	3	1	1	0
20170626	TEX	AL	76	CLE	AL	75	9	15	51	CLE08	35	9	3	0	4	9	24	10	1	0	1	0	41	19	5	0	0	15	27	7	0	0	0	0
20170627	SLN	NL	76	ARI	NL	78	5	6	58	PHO01	34	6	0	0	0	4	28	6	0	0	0	0	36	10	2	0	1	6	30	9	3	0	0	0
20170627	MIL	NL	79	CIN	NL	76	6	8	51	CIN09	34	9	1	0	3	6	24	4	0	0	0	0	32	10	1	0	4	8	27	9	0	0	2	0
20170627	ANA	AL	81	LAN	NL	79	0	4	51	LOS03	31	5	1	0	0	0	24	7	0	0	0	0	27	4	2	0	1	4	27	11	0	0	0	0
20170627	NYN	NL	76	MIA	NL	75	3	6	51	MIA02	33	7	2	0	2	3	24	9	0	0	1	0	33	10	3	0	0	6	27	9	0	0	1	0
20170627	TBA	AL	79	PIT	NL	77	4	2	60	PIT08	34	7	1	0	0	3	30	6	0	0	1	0	33	4	2	0	0	2	30	11	3	0	2	0
20170627	ATL	NL	76	SDN	NL	77	3	0	54	SAN02	32	8	3	0	0	3	27	7	0	0	0	0	34	7	2	0	0	0	27	8	1	0	1	0
20170627	COL	NL	80	SFN	NL	80	3	4	83	SFO03	46	10	1	0	1	3	41	7	0	0	1	0	50	12	1	0	0	4	42	28	0	0	3	0
20170627	CHN	NL	77	WAS	NL	77	1	6	51	WAS11	28	2	1	1	0	1	24	4	2	0	1	0	32	9	1	0	0	4	27	5	0	0	1	0
20170627	MIN	AL	75	BOS	AL	77	2	9	51	BOS07	34	8	1	0	1	2	24	10	3	0	2	0	32	10	1	0	2	7	27	10	1	0	1	0
20170627	NYA	AL	75	CHA	AL	76	3	4	53	CHI12	32	7	2	0	0	3	26	9	0	0	0	0	31	7	2	0	0	4	27	10	1	1	2	0
20170627	TEX	AL	77	CLE	AL	76	2	1	54	CLE08	29	3	0	0	2	2	27	6	0	0	1	0	29	3	0	0	0	1	27	4	0	0	1	0
20170627	KCA	AL	75	DET	AL	76	3	5	51	DET05	37	11	1	0	0	3	24	5	1	0	0	0	34	9	0	1	2	5	27	12	0	1	1	0
20170627	OAK	AL	77	HOU	AL	78	6	4	54	HOU03	36	9	3	0	1	6	27	16	0	0	2	0	38	14	2	0	1	3	27	6	1	0	1	0
20170627	PHI	NL	76	SEA	AL	79	8	2	54	SEA03	32	9	2	0	2	8	27	9	0	0	2	0	30	5	1	0	1	2	27	8	2	0	0	0
20170627	BAL	AL	76	TOR	AL	76	3	1	54	TOR02	33	7	3	0	0	3	27	7	0	0	2	0	31	6	0	0	1	1	27	9	0	0	1	0
20170628	SLN	NL	77	ARI	NL	79	4	3	54	PHO01	31	6	2	0	0	4	27	10	0	0	1	0	35	9	3	0	0	2	27	9	0	0	2	0
20170628	MIL	NL	80	CIN	NL	77	3	4	51	CIN09	32	8	0	0	2	3	24	8	0	0	0	0	28	4	0	0	2	4	27	8	0	0	1	0
20170628	NYN	NL	77	MIA	NL	76	8	0	54	MIA02	35	10	2	0	2	8	27	12	0	0	2	0	32	7	0	0	0	0	27	8	0	0	0	0
20170628	TBA	AL	80	PIT	NL	78	2	6	51	PIT08	35	10	4	0	0	2	24	10	1	0	1	0	28	6	2	0	1	5	27	12	0	0	1	0
20170628	ATL	NL	77	SDN	NL	78	4	7	51	SAN02	32	7	2	0	0	4	24	9	0	0	0	0	35	12	1	1	0	7	27	15	0	0	2	0
20170628	COL	NL	81	SFN	NL	81	3	5	51	SFO03	35	8	0	0	0	3	24	9	1	1	1	0	29	7	0	0	2	5	27	9	2	0	1	0
20170628	CHN	NL	78	WAS	NL	78	4	8	51	WAS11	33	6	2	0	2	3	24	7	1	0	1	0	34	11	4	0	3	8	27	7	1	0	1	0
20170628	LAN	NL	80	ANA	AL	82	2	3	52	ANA01	30	4	0	0	2	2	25	8	2	1	0	0	35	8	1	0	1	2	27	10	0	0	1	0
20170628	MIN	AL	76	BOS	AL	78	4	1	54	BOS07	34	7	2	0	1	4	27	7	0	0	0	0	34	7	2	0	0	1	27	8	0	0	0	0
20170628	NYA	AL	76	CHA	AL	77	12	3	54	CHI12	35	9	4	0	2	11	27	14	1	0	2	0	35	8	1	0	1	3	27	13	1	0	1	0
20170628	TEX	AL	78	CLE	AL	77	3	5	51	CLE08	34	7	0	0	2	3	24	14	1	0	2	0	32	11	2	0	0	5	27	11	0	0	0	0
20170628	KCA	AL	76	DET	AL	77	8	2	54	DET05	39	14	5	0	2	8	27	10	0	0	2	0	32	7	0	0	2	2	27	11	0	0	1	0
20170628	OAK	AL	78	HOU	AL	79	8	11	51	HOU03	36	8	0	0	5	8	24	9	0	0	1	0	37	17	5	0	1	11	27	5	0	0	0	0
20170628	PHI	NL	77	SEA	AL	80	5	4	54	SEA03	32	7	1	0	2	5	27	10	1	0	0	0	36	11	1	0	3	4	27	10	0	0	2	0
20170628	BAL	AL	77	TOR	AL	77	0	4	51	TOR02	31	5	0	0	0	0	24	10	1	0	3	0	29	7	0	0	2	3	27	13	0	0	1	0
20170629	SLN	NL	78	ARI	NL	80	10	4	54	PHO01	38	11	4	0	1	10	27	6	0	0	0	0	33	6	3	1	2	4	27	9	1	0	1	0
20170629	MIL	NL	81	CIN	NL	78	11	3	54	CIN09	39	12	1	0	6	11	27	12	0	0	1	0	33	7	2	0	2	2	27	12	0	0	0	0
20170629	NYN	NL	78	MIA	NL	77	6	3	54	MIA02	34	8	3	1	0	6	27	10	1	0	2	0	33	9	0	0	1	2	27	7	1	0	1	0
20170629	TBA	AL	81	PIT	NL	79	0	4	51	PIT08	34	8	2	0	0	0	24	10	0	0	1	0	32	10	1	0	2	4	27	7	0	1	1	0
20170629	ATL	NL	78	SDN	NL	79	0	6	51	SAN02	31	4	1	0	0	0	24	9	0	0	0	0	32	9	1	0	2	6	27	6	0	0	0	0
20170629	CHN	NL	79	WAS	NL	79	5	4	54	WAS11	34	8	2	0	1	5	27	10	0	0	0	0	31	6	2	0	1	4	27	11	0	0	0	0
20170629	LAN	NL	81	ANA	AL	83	6	2	54	ANA01	36	9	2	0	3	6	27	10	1	0	1	0	33	6	1	0	0	2	27	12	1	0	0	0
20170629	MIN	AL	77	BOS	AL	79	3	6	51	BOS07	34	7	3	0	0	3	24	11	1	0	2	0	33	10	2	1	2	6	27	8	1	0	0	0
20170629	NYA	AL	77	CHA	AL	78	3	4	51	CHI12	33	7	0	1	0	2	24	9	1	0	0	0	31	6	3	0	0	3	27	9	1	0	1	0
20170629	TEX	AL	79	CLE	AL	78	1	5	51	CLE08	30	4	0	0	1	1	24	8	0	0	0	0	33	9	6	0	0	4	27	10	0	0	0	0
20170629	KCA	AL	77	DET	AL	78	3	7	51	DET05	32	7	1	0	0	2	24	8	0	0	1	0	32	9	0	0	3	7	27	12	1	0	3	0
20170629	OAK	AL	79	HOU	AL	80	1	6	51	HOU03	32	5	1	0	0	1	24	8	0	0	1	0	32	10	3	0	2	6	27	6	0	0	0	0
20170629	BAL	AL	78	TOR	AL	78	2	0	54	TOR02	33	8	2	0	0	2	27	11	0	0	0	0	30	3	2	0	0	0	27	14	0	0	0	0
20170630	COL	NL	82	ARI	NL	81	6	3	54	PHO01	34	8	1	1	2	5	27	4	1	0	0	0	37	9	4	0	2	3	27	6	0	0	0	0
20170630	CHN	NL	80	CIN	NL	79	0	5	51	CIN09	30	3	0	0	0	0	24	8	1	0	2	0	31	10	3	0	1	4	27	11	1	0	1	0
20170630	MIA	NL	78	MIL	NL	82	2	3	51	MIL06	33	8	2	0	0	2	24	10	0	0	0	0	28	5	0	0	2	3	27	13	1	0	1	0
20170630	PHI	NL	78	NYN	NL	79	1	2	51	NYC20	31	4	1	1	0	1	24	9	0	0	2	0	28	6	1	1	0	2	27	6	0	0	0	0
20170630	SFN	NL	82	PIT	NL	80	13	5	54	PIT08	43	18	2	0	2	13	27	9	0	0	1	0	34	10	3	0	0	5	27	7	1	0	1	0
20170630	LAN	NL	82	SDN	NL	80	10	4	54	SAN02	40	16	0	0	3	10	27	5	0	0	0	0	32	6	3	0	1	4	27	11	0	0	2	0
20170630	WAS	NL	80	SLN	NL	79	1	8	51	STL10	28	6	2	0	0	0	24	4	0	0	0	0	35	11	2	0	1	8	27	18	0	0	4	0
20170630	SEA	AL	81	ANA	AL	84	10	0	54	ANA01	41	17	4	0	4	10	27	12	0	1	2	0	30	5	1	0	0	0	27	9	1	0	3	0
20170630	TBA	AL	82	BAL	AL	79	6	4	60	BAL12	38	10	0	0	2	6	30	10	2	0	1	0	35	5	2	0	2	4	30	6	0	0	2	0
20170630	TEX	AL	80	CHA	AL	79	7	8	52	CHI12	35	11	0	0	2	6	25	10	0	1	1	0	38	14	2	0	3	8	27	10	1	0	1	0
20170630	NYA	AL	78	HOU	AL	81	13	4	54	HOU03	40	14	4	0	1	12	27	10	2	0	0	0	35	9	2	0	0	4	27	13	3	0	0	0
20170630	MIN	AL	78	KCA	AL	78	1	8	51	KAN06	30	3	0	0	0	1	24	7	2	0	1	0	33	10	1	1	2	8	27	10	0	0	0	0
20170630	ATL	NL	79	OAK	AL	80	3	1	54	OAK01	30	4	2	0	0	3	27	4	0	0	0	0	29	2	1	0	1	1	27	17	0	0	1	0
20170630	BOS	AL	80	TOR	AL	79	7	4	66	TOR02	43	13	6	0	0	7	33	7	0	0	0	0	38	6	1	0	2	4	33	11	0	0	2	0
20170701	COL	NL	83	ARI	NL	82	2	6	51	PHO01	33	6	0	0	1	2	24	13	2	0	1	0	32	8	4	3	0	5	27	10	0	0	0	0
20170701	CHN	NL	81	CIN	NL	80	3	5	51	CIN09	33	8	2	0	2	3	24	11	0	0	2	0	29	8	1	0	0	4	27	9	0	0	2	0
20170701	MIA	NL	79	MIL	NL	83	4	8	51	MIL06	34	7	5	0	0	4	24	5	1	0	0	0	36	11	2	0	2	8	27	16	0	0	0	0
20170701	PHI	NL	79	NYN	NL	80	6	7	51	NYC20	37	10	2	0	1	4	24	10	0	0	1	0	31	10	6	0	3	7	27	13	3	0	0	0
20170701	SFN	NL	83	PIT	NL	81	2	1	66	PIT08	37	5	2	0	1	1	33	10	0	0	1	0	39	7	3	0	0	1	33	13	0	1	1	0
20170701	LAN	NL	83	SDN	NL	81	8	0	54	SAN02	40	14	2	0	3	8	27	7	0	0	0	0	31	4	1	0	0	0	27	11	1	0	1	0
20170701	WAS	NL	81	SLN	NL	80	1	2	51	STL10	33	7	1	0	0	1	24	10	0	0	0	0	28	4	1	0	1	2	27	6	0	0	1	0
20170701	SEA	AL	82	ANA	AL	85	0	4	51	ANA01	29	3	0	0	0	0	24	11	0	0	1	0	29	7	1	0	1	3	27	10	0	0	0	0
20170701	TBA	AL	83	BAL	AL	80	10	3	54	BAL12	41	14	4	0	4	9	27	11	1	0	2	0	34	8	0	0	1	3	27	10	1	0	0	0
20170701	TEX	AL	81	CHA	AL	80	10	4	54	CHI12	37	10	3	1	3	10	27	11	0	0	1	0	30	4	2	0	1	4	27	6	1	0	0	0
20170701	CLE	AL	79	DET	AL	79	4	7	51	DET05	32	6	2	0	1	4	24	8	0	0	1	0	34	13	2	1	2	7	27	2	0	0	0	0
20170701	CLE	AL	80	DET	AL	80	4	1	54	DET05	32	6	2	0	1	4	27	5	1	0	0	0	32	4	2	0	0	1	27	7	1	0	2	0
20170701	NYA	AL	79	HOU	AL	82	6	7	51	HOU03	34	10	1	0	2	6	24	8	1	0	1	0	31	8	2	0	3	7	27	9	0	0	2	0
20170701	MIN	AL	79	KCA	AL	79	6	11	51	KAN06	39	12	3	0	1	6	24	11	1	0	2	0	40	17	3	0	4	11	27	7	0	0	0	0
20170701	MIN	AL	80	KCA	AL	80	10	5	54	KAN06	41	14	5	0	1	8	27	12	0	0	2	0	35	10	3	1	2	5	27	11	3	0	1	0
20170701	ATL	NL	80	OAK	AL	81	4	3	54	OAK01	34	7	4	0	0	4	27	7	1	0	1	0	34	8	0	0	1	3	27	10	2	0	1	0
20170701	BOS	AL	81	TOR	AL	80	7	1	54	TOR02	36	12	3	0	0	7	27	2	0	0	0	0	33	6	1	0	1	1	27	8	1	0	1	0
20170702	COL	NL	84	ARI	NL	83	3	4	52	PHO01	36	10	0	0	0	3	25	5	1	0	0	0	32	8	2	0	1	4	27	8	3	0	2	0
20170702	CHN	NL	82	CIN	NL	81	6	2	54	CIN09	36	11	2	0	3	6	27	10	0	0	0	0	32	5	0	0	0	2	27	13	1	0	3	0
20170702	MIA	NL	80	MIL	NL	84	10	3	54	MIL06	43	17	4	0	3	10	27	8	0	0	0	0	33	7	1	0	2	3	27	9	1	0	2	0
20170702	PHI	NL	80	NYN	NL	81	7	1	54	NYC20	37	12	1	0	0	6	27	9	2	0	2	0	29	2	0	0	1	1	27	9	0	0	0	0
20170702	SFN	NL	84	PIT	NL	82	5	3	54	PIT08	34	8	2	0	1	5	27	5	0	0	0	0	34	7	1	1	2	3	27	9	0	0	0	0
20170702	LAN	NL	84	SDN	NL	82	3	5	51	SAN02	35	9	2	0	1	3	24	6	0	0	2	0	31	11	3	0	1	4	27	10	0	0	0	0
20170702	WAS	NL	82	SLN	NL	81	7	2	54	STL10	31	10	5	0	2	7	27	5	1	0	0	0	33	5	1	0	1	2	27	15	1	0	2	0
20170702	SEA	AL	83	ANA	AL	86	5	3	54	ANA01	33	7	1	0	1	5	27	14	0	0	1	0	30	6	0	0	0	3	27	5	0	0	1	0
20170702	TBA	AL	84	BAL	AL	81	1	7	51	BAL12	31	5	1	0	1	1	24	10	1	0	0	0	31	7	1	0	2	6	27	10	0	0	1	0
20170702	TEX	AL	82	CHA	AL	81	5	6	51	CHI12	38	9	1	0	1	4	24	5	1	0	2	0	25	5	1	0	2	6	27	7	4	0	0	0
20170702	CLE	AL	81	DET	AL	81	11	8	54	DET05	41	14	3	1	3	11	27	8	1	0	0	0	39	11	1	0	2	8	27	6	0	0	0	0
20170702	NYA	AL	80	HOU	AL	83	1	8	51	HOU03	32	6	2	0	0	1	24	4	2	0	0	0	38	14	7	0	2	8	27	3	0	0	1	0
20170702	MIN	AL	81	KCA	AL	81	2	6	51	KAN06	34	8	0	0	0	2	24	7	0	0	0	0	35	11	5	0	0	6	27	11	1	0	1	0
20170702	ATL	NL	81	OAK	AL	82	4	3	72	OAK01	41	9	3	0	2	4	36	8	0	0	0	0	40	6	0	0	1	3	36	13	1	0	3	0
20170702	BOS	AL	82	TOR	AL	81	15	1	54	TOR02	46	21	3	1	3	15	27	9	1	0	2	0	30	5	1	0	0	1	27	10	0	0	2	0
20170703	CIN	NL	82	COL	NL	85	3	5	51	DEN02	29	5	0	0	2	3	24	6	0	0	0	0	32	10	2	1	2	5	27	14	0	0	2	0
20170703	BAL	AL	82	MIL	NL	85	1	8	51	MIL06	32	6	1	0	0	1	24	4	0	1	1	0	33	11	1	0	0	8	27	7	1	0	1	0
20170703	PIT	NL	83	PHI	NL	81	0	4	51	PHI13	32	4	2	0	0	0	24	14	0	0	1	0	30	7	1	0	2	4	27	9	1	0	0	0
20170703	MIA	NL	81	SLN	NL	82	6	14	51	STL10	40	13	3	0	0	6	24	10	0	0	0	0	36	15	3	1	1	14	27	11	1	0	0	0
20170703	NYN	NL	82	WAS	NL	83	2	3	53	WAS11	30	6	0	0	1	2	26	9	1	0	2	0	31	6	0	0	1	3	27	8	0	0	0	0
20170703	ANA	AL	87	MIN	AL	82	5	9	51	MIN04	37	12	1	0	2	5	24	7	0	0	0	0	36	13	3	0	2	7	27	13	0	0	2	0
20170703	TOR	AL	82	NYA	AL	81	3	6	51	NYC21	33	8	4	0	0	3	24	15	1	0	3	0	30	8	3	0	0	4	27	11	1	1	2	0
20170703	CHA	AL	82	OAK	AL	83	7	2	54	OAK01	36	11	6	0	0	7	27	6	1	0	0	0	33	5	1	0	0	2	27	10	3	0	1	0
20170703	KCA	AL	82	SEA	AL	84	3	1	54	SEA03	33	7	1	0	2	3	27	9	0	0	0	0	31	4	0	0	0	0	27	10	0	0	0	0
20170703	BOS	AL	83	TEX	AL	83	7	5	66	ARL02	42	10	2	0	0	6	33	11	0	0	0	0	39	7	2	0	3	4	33	12	1	0	0	0
20170704	HOU	AL	84	ATL	NL	82	16	4	54	ATL03	43	19	7	0	3	16	27	7	0	0	0	0	33	8	3	0	0	4	27	11	0	0	2	0
20170704	TBA	AL	85	CHN	NL	83	6	5	54	CHI11	33	9	1	0	1	6	27	9	1	0	1	0	36	11	0	1	0	5	27	10	1	0	2	0
20170704	CIN	NL	83	COL	NL	86	8	1	54	DEN02	35	10	2	0	3	8	27	9	0	0	1	0	35	10	0	0	0	1	27	15	0	0	0	0
20170704	ARI	NL	84	LAN	NL	85	3	4	51	LOS03	33	6	2	0	1	3	24	7	0	0	0	0	33	9	3	0	1	4	27	5	0	0	0	0
20170704	BAL	AL	83	MIL	NL	86	2	6	51	MIL06	33	8	1	0	1	2	24	9	0	0	0	0	30	8	0	0	4	6	27	8	1	0	2	0
20170704	PIT	NL	84	PHI	NL	82	3	0	54	PHI13	30	5	0	0	2	3	27	6	1	1	1	0	32	6	1	1	0	0	27	9	0	0	1	0
20170704	MIA	NL	82	SLN	NL	83	5	2	54	STL10	35	10	2	0	1	5	27	6	0	0	0	0	34	7	0	0	1	2	27	10	1	0	2	0
20170704	NYN	NL	83	WAS	NL	84	4	11	51	WAS11	36	11	0	0	3	4	24	11	1	0	0	0	37	14	3	0	0	10	27	5	0	0	1	0
20170704	SDN	NL	83	CLE	AL	82	1	0	54	CLE08	30	5	1	0	0	1	27	10	1	0	1	0	31	5	1	1	0	0	27	10	0	0	0	0
20170704	SFN	NL	85	DET	AL	82	3	5	51	DET05	32	5	1	0	2	3	24	7	0	0	0	0	31	9	2	0	1	5	27	5	0	0	0	0
20170704	ANA	AL	88	MIN	AL	83	4	5	51	MIN04	33	9	1	0	2	3	24	10	0	0	1	0	31	11	2	0	1	5	27	14	1	0	1	0
20170704	TOR	AL	83	NYA	AL	82	4	1	54	NYC21	34	9	0	0	0	4	27	6	0	0	0	0	31	4	0	0	1	1	27	6	0	0	1	0
20170704	CHA	AL	83	OAK	AL	84	6	7	52	OAK01	38	13	0	0	2	6	25	7	0	0	0	0	32	8	0	1	4	7	27	12	0	0	1	0
20170704	KCA	AL	83	SEA	AL	85	7	3	54	SEA03	35	7	3	1	2	5	27	11	1	0	3	0	33	8	0	0	0	3	27	10	1	0	0	0
20170704	BOS	AL	84	TEX	AL	84	11	4	54	ARL02	46	19	2	0	3	11	27	2	0	0	0	0	37	10	1	0	2	4	27	4	2	0	1	0
20170705	HOU	AL	85	ATL	NL	83	10	4	54	ATL03	41	16	7	0	0	10	27	8	1	0	0	0	35	8	2	0	1	4	27	17	0	0	0	0
20170705	TBA	AL	86	CHN	NL	84	3	7	51	CHI11	31	8	2	0	0	3	24	6	0	0	1	0	31	10	2	0	1	7	27	15	0	0	2	0
20170705	CIN	NL	84	COL	NL	87	3	5	51	DEN02	37	11	1	1	0	2	24	10	0	0	0	0	29	6	0	0	2	5	27	11	2	0	3	0
20170705	ARI	NL	85	LAN	NL	86	0	1	51	LOS03	30	4	1	0	0	0	24	12	0	0	1	0	27	4	3	0	0	1	27	5	0	0	0	0
20170705	BAL	AL	84	MIL	NL	87	0	4	51	MIL06	35	8	4	0	0	0	24	9	2	0	0	0	31	6	3	0	1	3	27	7	0	0	0	0
20170705	PIT	NL	85	PHI	NL	83	5	2	54	PHI13	35	8	1	2	0	5	27	6	1	0	1	0	36	10	1	1	1	2	27	14	1	0	0	0
20170705	MIA	NL	83	SLN	NL	84	9	6	54	STL10	38	14	2	0	4	9	27	13	0	0	0	0	33	9	2	0	0	6	27	10	1	0	2	0
20170705	SDN	NL	84	CLE	AL	83	6	2	54	CLE08	38	13	2	1	1	5	27	15	1	0	2	0	38	14	5	0	0	2	27	10	1	0	1	0
20170705	SFN	NL	86	DET	AL	83	5	4	54	DET05	33	9	1	1	0	5	27	11	0	0	1	0	34	9	2	0	0	4	27	11	0	0	3	0
20170705	ANA	AL	89	MIN	AL	84	2	1	54	MIN04	31	7	1	0	1	1	27	9	0	0	0	0	34	7	2	0	0	1	27	15	0	0	2	0
20170705	TOR	AL	84	NYA	AL	83	7	6	54	NYC21	37	11	0	0	4	6	27	7	0	0	1	0	31	6	1	0	2	6	27	6	1	0	1	0
20170705	CHA	AL	84	OAK	AL	85	4	7	51	OAK01	31	5	1	0	2	4	24	9	0	1	2	0	31	9	2	0	1	5	27	6	0	0	1	0
20170705	KCA	AL	84	SEA	AL	86	9	6	60	SEA03	41	10	1	0	3	9	30	10	0	0	1	0	37	9	1	0	3	6	30	4	2	0	0	0
20170705	BOS	AL	85	TEX	AL	85	2	8	51	ARL02	30	3	0	0	1	2	24	6	1	0	1	0	29	8	4	0	2	8	27	12	1	0	1	0
20170706	MIL	NL	88	CHN	NL	85	11	2	54	CHI11	38	13	2	0	1	10	27	12	0	0	2	0	31	6	1	0	1	2	27	12	2	0	1	0
20170706	CIN	NL	85	COL	NL	88	6	3	54	DEN02	35	13	5	1	1	6	27	11	3	0	2	0	32	8	2	0	0	3	27	16	0	0	3	0
20170706	ARI	NL	86	LAN	NL	87	4	5	51	LOS03	34	7	1	0	3	3	24	6	0	0	0	0	30	8	2	0	1	5	27	7	1	0	0	0
20170706	PIT	NL	86	PHI	NL	84	6	3	54	PHI13	38	11	4	0	2	6	27	16	1	0	3	0	27	6	1	0	0	2	27	8	0	0	0	0
20170706	MIA	NL	84	SLN	NL	85	3	4	51	STL10	38	12	1	0	0	3	24	6	0	0	0	0	32	8	3	0	2	4	27	8	0	0	1	0
20170706	ATL	NL	84	WAS	NL	85	5	2	54	WAS11	38	12	5	0	1	5	27	9	0	0	1	0	36	11	4	0	1	2	27	8	0	0	0	0
20170706	SDN	NL	85	CLE	AL	84	2	11	51	CLE08	31	5	2	0	0	2	24	8	3	0	0	0	37	14	3	1	3	11	27	11	0	0	0	0
20170706	SFN	NL	87	DET	AL	84	2	6	51	DET05	32	5	1	1	0	2	24	11	0	0	1	0	30	8	1	1	1	6	27	6	0	0	0	0
20170706	BAL	AL	85	MIN	AL	85	4	6	51	MIN04	38	11	2	0	1	4	24	7	0	0	0	0	33	8	0	1	0	6	27	13	1	0	0	0
20170706	OAK	AL	86	SEA	AL	87	7	4	54	SEA03	35	10	3	0	2	7	27	16	0	0	3	0	34	11	2	1	2	4	27	11	0	0	2	0
20170706	BOS	AL	86	TBA	AL	87	1	4	51	STP01	30	6	0	0	0	1	24	3	1	0	0	0	32	8	3	0	2	4	27	13	1	0	0	0
20170706	HOU	AL	86	TOR	AL	85	4	7	51	TOR02	36	11	2	0	2	4	24	12	2	1	1	0	37	13	3	0	1	7	27	16	0	0	1	0
20170707	CIN	NL	86	ARI	NL	87	3	6	51	PHO01	34	8	1	0	2	3	24	9	1	1	1	0	31	8	4	0	1	5	27	9	0	0	1	0
20170707	PIT	NL	87	CHN	NL	86	1	6	51	CHI11	32	6	1	0	0	1	24	10	3	0	2	0	33	10	1	1	3	6	27	9	3	1	0	0
20170707	CHA	AL	85	COL	NL	89	4	12	51	DEN02	35	11	2	0	1	4	24	12	2	0	3	0	38	15	4	0	3	11	27	16	1	0	2	0
20170707	KCA	AL	85	LAN	NL	88	1	4	51	LOS03	30	5	2	0	0	1	24	7	0	0	1	0	33	10	2	0	1	4	27	9	0	1	0	0
20170707	SDN	NL	86	PHI	NL	85	4	3	54	PHI13	34	8	1	0	3	4	27	9	0	0	0	0	36	9	3	0	1	3	27	1	0	0	0	0
20170707	MIA	NL	85	SFN	NL	88	6	1	54	SFO03	40	16	2	0	2	6	27	9	0	0	0	0	31	5	2	0	1	1	27	12	0	0	3	0
20170707	NYN	NL	84	SLN	NL	86	6	5	54	STL10	36	9	4	0	2	6	27	13	0	0	2	0	34	10	1	0	4	5	27	9	2	0	1	0
20170707	ATL	NL	85	WAS	NL	86	4	5	58	WAS11	34	7	3	0	1	4	28	7	0	0	1	0	35	10	1	0	0	5	30	15	0	1	2	0
20170707	DET	AL	85	CLE	AL	85	2	11	51	CLE08	33	10	1	0	0	2	24	12	0	0	2	0	37	16	3	1	2	11	27	13	1	0	3	0
20170707	BAL	AL	86	MIN	AL	86	6	9	51	MIN04	36	12	1	0	3	6	24	7	1	0	1	0	36	14	3	1	0	9	27	15	1	0	3	0
20170707	MIL	NL	89	NYA	AL	84	9	4	54	NYC21	39	14	4	0	2	8	27	10	5	0	2	0	31	4	0	1	2	4	27	10	1	0	2	0
20170707	OAK	AL	87	SEA	AL	88	2	7	51	SEA03	28	3	1	0	0	2	24	9	0	0	2	0	31	11	2	0	1	7	27	9	1	0	2	0
20170707	BOS	AL	87	TBA	AL	88	8	3	54	STP01	37	11	1	0	3	8	27	11	0	1	3	0	34	10	3	0	1	3	27	5	0	1	0	0
20170707	ANA	AL	90	TEX	AL	86	0	10	51	ARL02	27	3	0	0	0	0	24	10	0	0	1	0	34	12	1	0	3	10	27	11	0	0	3	0
20170707	HOU	AL	87	TOR	AL	86	12	2	54	TOR02	39	14	4	0	4	12	27	12	0	0	2	0	30	6	0	0	2	2	27	11	1	0	2	0
20170708	CIN	NL	87	ARI	NL	88	7	0	54	PHO01	33	7	1	1	3	7	27	6	1	0	0	0	31	3	0	0	0	0	27	8	0	0	0	0
20170708	PIT	NL	88	CHN	NL	87	4	2	54	CHI11	34	7	3	0	1	4	27	11	1	0	1	0	31	4	1	0	2	2	27	12	0	1	0	0
20170708	CHA	AL	86	COL	NL	90	5	4	54	DEN02	32	9	0	3	1	5	27	6	0	0	0	0	34	8	2	1	1	4	27	15	0	0	0	0
20170708	KCA	AL	86	LAN	NL	89	4	5	57	LOS03	40	11	1	0	1	3	27	5	0	0	0	0	34	8	2	0	2	5	30	9	1	1	1	0
20170708	SDN	NL	87	PHI	NL	86	2	1	54	PHI13	32	5	2	1	0	2	27	11	0	0	2	0	29	4	1	0	1	1	27	10	1	0	0	0
20170708	MIA	NL	86	SFN	NL	89	5	4	54	SFO03	36	10	4	0	1	4	27	8	0	0	0	0	34	7	3	0	0	4	27	13	0	0	0	0
20170708	NYN	NL	85	SLN	NL	87	1	4	51	STL10	34	7	0	0	1	1	24	12	0	0	1	0	32	11	6	0	1	4	27	4	0	0	0	0
20170708	ATL	NL	86	WAS	NL	87	13	0	54	WAS11	42	15	3	0	2	13	27	11	1	0	0	0	32	4	1	0	0	0	27	10	1	0	0	0
20170708	DET	AL	86	CLE	AL	86	0	4	51	CLE08	30	4	1	0	0	0	24	7	1	0	0	0	32	9	6	1	0	4	27	12	0	0	0	0
20170708	BAL	AL	87	MIN	AL	87	5	1	54	MIN04	34	7	2	0	2	5	27	11	0	0	1	0	35	9	0	0	1	1	27	9	2	0	1	0
20170708	MIL	NL	90	NYA	AL	85	3	5	52	NYC21	32	6	1	0	1	3	25	11	2	0	1	0	31	6	1	1	1	4	27	8	1	0	1	0
20170708	OAK	AL	88	SEA	AL	89	4	3	54	SEA03	36	9	2	0	2	4	27	11	1	0	2	0	33	7	4	0	1	3	27	5	0	0	0	0
20170708	BOS	AL	88	TBA	AL	89	0	1	51	STP01	31	3	1	0	0	0	24	8	0	0	0	0	29	6	1	1	0	1	27	13	1	0	0	0
